;FILENAME;URL;TYPE;FICHIER;MASQUE;LUMINOSITE;LUMINOSITE-CORR;CONTRASTE;CONTRASTE-CORR;LUMINOSITE-CORR2;CONTRASTE-CORR2
2664;COVID-2665;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2665.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2665.png;210.6092101878055;185.4749387590743;0.6776315789473685;0.6776315789473685;184.81488618695553;0.6821192052980133
2686;COVID-2687;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2687.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2687.png;231.4851399872485;208.63284527018715;0.8214285714285714;0.8149466192170819;207.9727926980684;0.8207885304659498
2711;COVID-2712;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2712.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2712.png;230.56624646256756;220.5738078992405;1.0;1.0;219.91388822212625;1.0
2718;COVID-2719;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2719.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2719.png;228.89522488562767;217.32346394335636;1.0;1.0;216.6650356435149;1.0
2761;COVID-2762;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2762.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2762.png;228.81442042035323;195.25675328016465;0.7406143344709898;0.7406143344709898;194.59670070804592;0.7457044673539519
2764;COVID-2765;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2765.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2765.png;238.7348351808145;210.58670484670196;0.5644171779141104;0.5644171779141104;209.92665227458315;0.5679012345679012
2765;COVID-2766;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2766.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2766.png;207.6116821959486;192.2884084070648;0.7288135593220338;0.722972972972973;191.62835583494606;0.7278911564625851
2789;COVID-2790;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2790.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2790.png;207.32688672386212;177.7746222078053;0.895910780669145;0.895910780669145;177.11456963568654;0.9026217228464419
2795;COVID-2796;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2796.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2796.png;212.3083298844532;185.8416684377132;0.722972972972973;0.7171717171717171;185.18161586559447;0.7220338983050848
2800;COVID-2801;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2801.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2801.png;230.2330958266686;219.5391550430085;0.8478260869565217;0.8214285714285714;218.87910247088968;0.8273381294964028
2831;COVID-2832;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2832.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2832.png;228.27967248688492;219.34847484927465;0.5692307692307692;0.5596330275229358;218.68842227715584;0.563076923076923
2872;COVID-2873;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2873.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2873.png;229.0704242681849;195.83858122392368;0.6943521594684385;0.6943521594684385;195.17852865180492;0.6989966555183946
2883;COVID-2884;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2884.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2884.png;213.32020894620865;173.5909553584412;0.7525773195876289;0.7525773195876289;172.93090278632243;0.7577854671280276
2904;COVID-2905;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2905.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2905.png;225.29639489491169;202.04136419055715;0.9029850746268656;0.9029850746268656;201.38131161843842;0.9097744360902256
2947;COVID-2948;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2948.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2948.png;225.5649041957025;205.21561280075167;0.7832167832167832;0.7832167832167832;204.5555602286329;0.7887323943661971
2957;COVID-2958;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2958.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2958.png;210.0115211239248;187.39531996286397;0.7288135593220338;0.7288135593220338;186.7352673907452;0.7337883959044369
2962;COVID-2963;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2963.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2963.png;223.83957673851523;207.38104719186583;0.4488636363636363;0.4488636363636363;206.7209946197471;0.4514285714285714
2967;COVID-2968;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-2968.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-2968.png;225.85086296573863;197.53135870963413;0.8149466192170819;0.8085106382978723;196.87130613751538;0.8142857142857143
3002;COVID-3003;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3003.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3003.png;216.29301685663472;178.68728537712107;0.9029850746268656;0.9029850746268656;178.0272328050023;0.9097744360902256
3044;COVID-3045;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3045.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3045.png;213.73775461124595;175.15580362635765;0.8085106382978723;0.8085106382978723;174.4957510542389;0.8142857142857143
3053;COVID-3054;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3054.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3054.png;235.45103522331965;211.27901253900964;0.6190476190476191;0.6190476190476191;210.61895996689083;0.6230031948881789
3070;COVID-3071;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3071.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3071.png;210.5164819185468;169.72747508417132;0.9844357976653696;0.9844357976653696;169.06742251205256;0.9921568627450981
3083;COVID-3084;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3084.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3084.png;228.5733157347233;214.95718168700571;0.7114093959731543;0.7114093959731543;214.29712911488696;0.7162162162162162
3098;COVID-3099;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3099.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3099.png;224.36744555430028;213.1772351539692;0.8214285714285714;0.8021201413427562;212.5171825818504;0.8078291814946619
3099;COVID-3100;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3100.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3100.png;220.6229572376148;204.9943512936097;0.7114093959731543;0.7114093959731543;204.33429872149094;0.7162162162162162
3110;COVID-3111;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3111.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3111.png;222.98391516873411;197.91798749454705;0.7770034843205574;0.7770034843205574;197.2579349224283;0.7824561403508772
3137;COVID-3138;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3138.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3138.png;213.2283643359694;179.86530352009484;0.8279569892473119;0.8279569892473119;179.2052509479761;0.8339350180505415
3141;COVID-3142;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3142.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3142.png;201.76434268073064;186.66455632487333;0.7525773195876289;0.7525773195876289;186.00450375275457;0.7577854671280276
3243;COVID-3244;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3244.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3244.png;208.10098321047863;197.44366394111924;0.7832167832167832;0.7832167832167832;196.78361136900048;0.7887323943661971
3246;COVID-3247;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3247.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3247.png;231.95997807630783;211.63193924005324;0.7708333333333334;0.7708333333333334;210.97188666793446;0.7762237762237763
3257;COVID-3258;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3258.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3258.png;205.61060838245655;191.1156362904218;0.5887850467289719;0.5887850467289719;190.45558371830305;0.5924764890282131
3262;COVID-3263;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3263.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3263.png;190.7546559881881;158.47307077102045;0.8411552346570397;0.8345323741007195;157.81301819890172;0.8405797101449275
3300;COVID-3301;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3301.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3301.png;222.8981107593875;197.2598181228398;0.9245283018867924;0.9245283018867924;196.59976555072103;0.9315589353612167
3306;COVID-3307;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3307.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3307.png;222.1950537466024;201.86006867932127;0.7832167832167832;0.7770034843205574;201.20001610720252;0.7824561403508772
3318;COVID-3319;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3319.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3319.png;237.36954843905548;216.34274784398383;0.536144578313253;0.536144578313253;215.68269527186507;0.5393939393939394
3350;COVID-3351;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3351.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3351.png;212.5124551179517;186.75364928803927;0.6887417218543046;0.6887417218543046;186.09359671592054;0.6933333333333334
3379;COVID-3380;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3380.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3380.png;228.7390073936533;204.18057963557456;0.8149466192170819;0.8085106382978723;203.5205270634558;0.8142857142857143
3386;COVID-3387;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3387.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3387.png;230.4765159226407;207.535855303632;0.6666666666666666;0.6666666666666666;206.8758027315132;0.6710526315789473
3395;COVID-3396;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3396.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3396.png;225.5183499066006;199.5045693001197;0.9767441860465116;0.8681318681318682;198.84451672800094;0.8745387453874539
3401;COVID-3402;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3402.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3402.png;234.93332289347995;214.2951868547332;0.705685618729097;0.705685618729097;213.6351342826144;0.7104377104377104
3404;COVID-3405;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3405.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3405.png;215.89204818738045;194.26109327636155;0.795774647887324;0.795774647887324;193.60104070424282;0.8014184397163121
3408;COVID-3409;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3409.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3409.png;208.81231753559803;194.3363608908178;0.5838509316770186;0.5838509316770186;193.67630831869903;0.5875
3418;COVID-3419;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3419.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3419.png;226.27118264896365;203.31157369604367;0.6293929712460063;0.6242038216560509;202.6515211239249;0.6282051282051282
3421;COVID-3422;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3422.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3422.png;215.59037370946635;178.02539121486336;0.8279569892473119;0.8214285714285714;177.36533864274463;0.8273381294964028
3432;COVID-3433;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3433.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3433.png;198.57482578494648;155.30355365152516;0.8613138686131386;0.8613138686131386;154.64350107940638;0.8676470588235294
3452;COVID-3453;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3453.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3453.png;209.94605205758324;196.2763280052796;0.8021201413427562;0.7894736842105263;195.61627543316084;0.7950530035335689
3473;COVID-3474;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3474.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3474.png;235.01448529658504;218.05969731882195;0.7465753424657534;0.7346938775510204;217.39964474670316;0.7397260273972602
3482;COVID-3483;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3483.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3483.png;215.6207984250736;200.3871321349873;0.8279569892473119;0.8279569892473119;199.72707956286857;0.8339350180505415
3503;COVID-3504;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3504.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3504.png;230.0832429167459;208.0955470296753;0.6088328075709779;0.6037735849056604;207.43549445755653;0.6075949367088608
3522;COVID-3523;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3523.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3523.png;214.356002729276;186.86020290600777;0.5740740740740741;0.5740740740740741;186.200150333889;0.577639751552795
3524;COVID-3525;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3525.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3525.png;190.3900739365332;156.31728951577722;0.9245283018867924;0.9245283018867924;155.6572369436585;0.9315589353612167
3560;COVID-3561;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3561.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3561.png;205.9492287558305;178.8222279392848;0.8888888888888888;0.8888888888888888;178.16217536716604;0.8955223880597015
3566;COVID-3567;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3567.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3567.png;215.9817227995213;178.07610653124686;0.8888888888888888;0.8888888888888888;177.4160539591281;0.8955223880597015
3589;COVID-3590;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3590.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3590.png;219.80563975794453;191.1192380398429;0.8149466192170819;0.8085106382978723;190.4591854677242;0.8142857142857143
3593;COVID-3594;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3594.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3594.png;225.9381438686368;210.23037773626692;0.6831683168316832;0.6776315789473685;209.57032516414813;0.6821192052980133
3608;COVID-3609;https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711;COVID;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_LumCorr_Cropped\COVID-3609.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_Cropped\COVID-3609.png;216.63406449592287;201.3812597174528;0.7288135593220338;0.7288135593220338;200.72120714533406;0.7337883959044369
